user,first_open_date,first_open_hours,first_open_month,first_open_year,dayofweek,age,numscreens,minigame,used_premium_feature,enrolled,liked,enrolled_date,C_check,L_check,S_check,V_check,G_check
47143,2013-05-09,11,5,1,3,27,7,0,0,1,0,2013-05-10,0,1,0,0,1
342246,2013-02-08,22,2,1,4,25,20,0,0,1,0,2013-02-09,1,1,0,1,1
231352,2012-12-06,13,12,0,3,46,18,1,0,1,0,2012-12-07,1,1,0,0,1
95967,2013-01-20,23,1,1,6,23,24,0,0,1,0,2013-01-20,1,1,0,1,1
327081,2013-02-24,16,2,1,6,41,39,0,0,1,0,2013-03-30,1,0,0,1,1
90525,2013-05-19,13,5,1,6,22,11,0,0,0,1,,0,1,0,1,1
22320,2013-06-18,8,6,1,1,27,16,0,0,1,0,2013-06-18,0,1,0,1,1
243845,2013-02-21,0,2,1,3,22,13,0,0,1,0,2013-02-21,1,0,0,1,1
266744,2013-05-29,15,5,1,2,27,17,0,0,0,0,,1,1,0,1,1
122013,2012-11-29,13,11,0,3,24,13,0,0,0,0,,1,1,0,1,0
78846,2013-06-30,2,6,1,6,35,30,0,0,1,0,2013-06-30,1,1,0,1,1
354617,2013-04-04,23,4,1,3,27,21,0,1,0,0,,1,1,0,1,1
323840,2013-02-18,16,2,1,0,39,7,0,0,1,0,2013-02-18,0,0,1,0,0
258808,2013-04-25,10,4,1,3,25,9,0,0,0,1,,0,0,0,1,1
129527,2013-06-30,2,6,1,6,33,16,0,1,0,0,,0,1,0,0,1
249503,2013-04-08,13,4,1,0,32,2,0,0,0,0,,0,0,0,1,0
147097,2013-06-04,8,6,1,1,20,32,0,0,0,0,,1,1,0,1,1
74542,2013-02-25,7,2,1,0,49,26,0,0,1,0,2013-04-06,1,1,0,1,1
120162,2013-03-28,16,3,1,3,30,23,0,0,0,1,,1,0,0,1,1
334848,2013-04-25,21,4,1,3,31,11,0,1,1,1,2013-04-28,0,1,0,1,1
332073,2013-02-24,23,2,1,6,19,5,0,0,1,1,2013-02-25,0,0,0,0,0
86075,2013-03-04,2,3,1,0,36,11,0,1,1,0,2013-03-25,0,1,0,0,1
73026,2013-05-15,19,5,1,2,22,10,0,0,1,0,2013-05-17,0,1,0,1,1
80378,2013-06-02,21,6,1,6,28,7,0,0,0,0,,1,1,0,0,0
149706,2013-05-31,15,5,1,4,27,8,0,1,1,0,2013-05-31,0,0,0,0,1
48078,2013-03-23,15,3,1,5,27,10,0,1,1,0,2013-03-23,0,0,0,1,0
255530,2013-05-19,20,5,1,6,35,2,0,0,1,1,2013-05-20,0,0,0,0,0
176887,2013-04-26,18,4,1,4,27,3,0,0,0,1,,0,0,0,1,0
243707,2013-07-05,23,7,1,4,32,23,0,1,1,0,2013-07-05,0,1,0,1,1
65761,2013-04-18,19,4,1,3,34,63,0,0,1,0,2013-04-18,1,1,0,1,1
12554,2013-06-01,19,6,1,5,36,18,0,0,0,0,,1,1,0,1,1
159761,2013-02-16,22,2,1,5,31,42,0,0,1,0,2013-04-10,0,0,1,1,1
65706,2012-12-24,18,12,0,0,24,6,1,0,1,0,2012-12-24,1,1,0,0,0
38133,2013-02-26,17,2,1,1,35,7,0,0,1,1,2013-02-27,0,0,0,1,0
309755,2012-12-10,21,12,0,0,27,4,0,0,0,0,,0,1,0,0,1
217981,2013-01-31,3,1,1,3,53,35,0,0,1,0,2013-01-31,1,1,1,1,1
167060,2013-02-25,1,2,1,0,30,9,0,0,0,0,,0,1,0,1,1
30860,2013-06-03,19,6,1,0,30,7,1,1,1,0,2013-06-08,0,1,0,0,0
71654,2013-04-07,21,4,1,6,21,11,0,1,0,0,,1,1,0,0,1
273912,2013-02-18,2,2,1,0,17,4,0,0,1,0,2013-02-18,0,1,0,0,0
106724,2013-01-11,2,1,1,4,24,30,0,0,1,0,2013-01-11,1,0,1,0,1
210979,2013-02-28,20,2,1,3,31,6,0,0,0,0,,0,0,1,1,1
334403,2013-01-11,18,1,1,4,31,11,0,0,0,1,,0,1,0,1,1
303070,2013-03-25,19,3,1,0,21,3,0,0,0,0,,0,0,0,0,0
293388,2013-06-10,8,6,1,0,31,20,0,0,1,0,2013-06-10,0,1,0,1,1
90070,2013-02-18,16,2,1,0,16,14,0,0,1,0,2013-02-18,0,0,0,1,1
210209,2013-06-12,0,6,1,2,49,16,0,1,0,0,,1,1,0,0,0
360468,2013-01-17,17,1,1,3,25,72,0,0,1,0,2013-01-17,1,1,0,1,1
139791,2012-12-31,5,12,0,0,29,16,0,0,0,0,,1,0,0,1,0
230617,2013-07-07,3,7,1,6,22,37,0,0,1,0,2013-07-07,1,1,0,1,1
971,2013-06-15,10,6,1,5,24,34,1,0,1,0,2013-06-15,1,0,0,1,1
291785,2013-06-23,21,6,1,6,41,23,1,0,0,0,,0,0,1,1,1
17080,2013-04-26,16,4,1,4,38,7,0,0,1,0,2013-04-30,0,0,0,1,1
158227,2013-02-24,19,2,1,6,45,16,0,0,1,0,2013-02-24,0,0,0,1,1
49318,2013-01-01,23,1,1,1,47,4,1,1,0,0,,0,0,0,0,1
230133,2013-04-10,15,4,1,2,26,36,0,1,1,0,2013-04-10,0,1,0,1,1
275868,2013-05-11,19,5,1,5,28,18,0,1,1,0,2013-05-11,1,0,0,1,1
76213,2013-02-26,18,2,1,1,32,10,0,0,1,0,2013-02-26,0,0,0,1,0
25282,2013-05-27,0,5,1,0,23,19,0,0,1,0,2013-05-27,0,1,0,1,1
293704,2013-06-26,2,6,1,2,35,37,0,1,0,1,,1,1,0,0,1
183432,2013-03-12,18,3,1,1,19,32,0,0,1,0,2013-03-14,1,1,0,1,1
22569,2013-03-27,3,3,1,2,24,27,0,0,1,0,2013-03-27,1,1,0,1,1
342141,2013-01-13,20,1,1,6,24,6,0,0,0,0,,0,0,0,1,1
207962,2013-07-05,4,7,1,4,41,11,0,0,0,0,,0,1,0,1,1
13135,2013-05-21,18,5,1,1,31,11,0,0,0,0,,0,0,0,1,1
170930,2013-01-19,3,1,1,5,38,8,0,1,1,0,2013-07-03,0,1,0,0,1
164521,2013-04-03,17,4,1,2,28,11,0,0,1,0,2013-05-18,1,0,0,1,1
115444,2013-06-23,5,6,1,6,47,42,1,1,1,0,2013-06-23,1,1,0,1,1
209041,2013-06-11,1,6,1,1,34,7,0,0,0,0,,1,1,0,0,1
167841,2013-06-29,21,6,1,5,20,18,1,0,1,0,2013-06-29,1,0,0,1,1
290561,2012-11-24,8,11,0,5,35,28,0,0,1,0,2012-11-24,1,1,0,1,1
131956,2013-01-14,23,1,1,0,25,42,0,0,1,0,2013-01-15,1,1,0,1,1
134427,2013-06-03,22,6,1,0,25,4,0,0,0,0,,0,0,0,0,1
341050,2013-01-22,22,1,1,1,33,10,0,1,0,1,,1,1,0,0,1
328501,2013-05-25,17,5,1,5,19,41,1,0,1,0,2013-05-25,1,1,0,1,1
23124,2013-04-19,19,4,1,4,23,4,0,0,0,0,,0,0,0,1,0
217779,2013-06-09,4,6,1,6,34,20,0,0,1,0,2013-06-09,0,0,0,1,1
195665,2013-03-18,3,3,1,0,31,14,0,0,1,0,2013-03-18,1,1,1,1,1
59047,2013-04-24,20,4,1,2,49,3,0,0,0,0,,0,0,0,0,1
39083,2013-06-05,8,6,1,2,30,9,0,0,1,0,2013-06-05,1,0,0,1,1
275584,2013-05-14,20,5,1,1,35,13,0,1,0,0,,1,1,0,0,1
116613,2013-03-10,0,3,1,6,26,5,0,0,1,1,2013-03-14,0,0,0,0,1
167612,2013-03-08,15,3,1,4,40,15,1,0,1,0,2013-06-16,0,0,0,1,0
121219,2013-02-14,5,2,1,3,19,47,0,0,1,0,2013-02-14,1,1,0,1,1
141489,2013-06-30,23,6,1,6,24,22,0,1,1,0,2013-06-30,1,1,0,1,1
34114,2012-11-24,15,11,0,5,20,42,0,0,0,0,,1,1,1,1,1
195849,2013-03-24,14,3,1,6,34,10,0,0,0,1,,0,0,0,1,1
182616,2013-04-15,16,4,1,0,24,36,0,0,1,0,2013-04-15,1,1,0,1,1
332141,2013-04-09,23,4,1,1,20,19,0,1,0,1,,1,1,0,0,1
269032,2013-01-29,9,1,1,1,55,21,0,0,0,1,,1,1,0,0,1
170492,2013-01-11,20,1,1,4,30,27,0,1,1,0,2013-01-11,1,1,0,1,1
150366,2013-06-04,16,6,1,1,23,14,0,0,1,0,2013-06-21,0,0,0,0,1
219951,2013-02-06,1,2,1,2,36,45,0,1,0,0,,1,1,0,1,1
150273,2013-04-23,18,4,1,1,24,17,0,0,1,0,2013-04-23,0,1,0,1,1
179174,2013-06-28,23,6,1,4,32,14,0,0,1,0,2013-06-28,0,1,0,1,1
28940,2013-01-29,1,1,1,1,32,30,0,0,1,0,2013-01-29,1,1,0,1,1
297738,2013-02-09,5,2,1,5,40,39,0,0,1,0,2013-05-24,1,1,0,1,1
270559,2013-02-28,19,2,1,3,18,42,0,0,1,0,2013-02-28,1,0,1,1,0
318259,2012-12-16,4,12,0,6,39,24,0,0,1,0,2013-01-10,0,1,0,0,0
44535,2013-01-20,3,1,1,6,26,8,0,0,0,0,,0,0,0,1,0
109260,2013-05-13,3,5,1,0,26,15,0,0,1,1,2013-05-13,0,0,0,1,1
196569,2013-05-24,19,5,1,4,23,28,0,0,0,0,,1,1,0,1,1
280820,2012-12-05,12,12,0,2,48,2,1,0,1,0,2013-07-05,0,0,0,0,0
79123,2013-05-01,17,5,1,2,17,8,0,0,1,0,2013-05-01,0,0,0,1,1
296621,2013-02-08,13,2,1,4,37,18,0,0,1,0,2013-02-08,0,0,0,1,1
146570,2013-05-13,17,5,1,0,25,18,0,0,1,0,2013-05-13,0,0,0,1,1
163283,2012-12-22,11,12,0,5,24,9,0,0,0,0,,0,0,0,1,1
175901,2012-12-26,0,12,0,2,32,10,0,0,1,0,2012-12-26,0,1,0,1,0
220526,2013-02-02,23,2,1,5,32,4,0,0,1,0,2013-02-03,1,0,0,0,1
98103,2013-02-10,19,2,1,6,22,8,0,0,1,0,2013-02-10,1,1,0,0,1
219279,2013-01-15,2,1,1,1,55,23,0,0,0,1,,0,1,1,1,0
175904,2013-01-22,2,1,1,1,40,3,0,0,0,0,,0,0,0,0,1
98833,2013-03-14,15,3,1,3,23,57,0,0,1,0,2013-03-14,1,1,0,1,1
120131,2013-06-04,20,6,1,1,24,5,0,0,1,0,2013-06-13,0,0,0,0,1
252069,2013-05-23,17,5,1,3,35,26,0,0,1,0,2013-05-23,1,1,0,1,1
350048,2012-12-12,0,12,0,2,26,11,0,0,0,0,,0,1,0,0,1
8197,2013-03-25,19,3,1,0,31,7,0,1,0,1,,0,1,0,0,0
18830,2013-03-26,13,3,1,1,28,14,0,0,0,0,,1,1,0,0,1
2010,2013-03-25,9,3,1,0,26,8,0,0,1,0,2013-03-26,0,1,0,0,1
236841,2013-03-16,7,3,1,5,29,20,0,0,1,0,2013-03-16,0,0,0,1,1
240221,2013-04-28,0,4,1,6,36,6,0,0,1,1,2013-04-28,1,0,0,1,0
337983,2013-03-03,10,3,1,6,31,53,0,0,1,0,2013-03-03,1,0,0,1,1
18447,2012-12-11,16,12,0,1,44,9,0,0,0,0,,1,1,0,0,1
220672,2013-04-05,0,4,1,4,21,14,0,0,1,0,2013-06-15,1,1,0,1,1
143823,2013-05-14,1,5,1,1,19,50,0,0,0,0,,0,1,0,1,1
21281,2013-03-12,18,3,1,1,30,6,0,0,0,0,,0,0,0,0,1
372599,2013-03-26,15,3,1,1,33,15,0,0,0,1,,0,0,0,1,1
105732,2013-06-09,22,6,1,6,38,11,0,1,0,1,,1,1,0,0,1
104314,2013-06-01,19,6,1,5,30,20,0,0,1,0,2013-06-01,1,1,1,1,1
119174,2013-01-21,5,1,1,0,33,42,0,0,1,0,2013-01-21,1,0,0,1,1
323006,2013-06-02,21,6,1,6,32,9,0,1,0,0,,0,1,0,0,0
144664,2013-06-07,5,6,1,4,21,49,1,0,1,0,2013-06-07,0,0,1,1,1
218092,2013-04-27,4,4,1,5,25,6,0,0,1,1,2013-04-28,0,0,0,0,1
107514,2013-02-14,18,2,1,3,30,30,0,0,0,0,,1,1,0,0,1
160108,2013-06-08,16,6,1,5,22,26,0,0,1,0,2013-06-08,0,1,0,1,1
214841,2013-06-08,23,6,1,5,38,5,1,0,0,0,,1,0,0,1,0
363362,2013-07-02,21,7,1,1,36,16,0,0,0,1,,0,1,0,1,1
169062,2012-11-29,15,11,0,3,35,45,0,0,0,0,,1,1,0,0,1
300915,2013-02-20,7,2,1,2,23,28,0,0,1,0,2013-02-20,0,0,0,1,0
139157,2013-05-21,6,5,1,1,22,20,0,1,1,0,2013-05-21,1,1,0,1,1
270495,2012-12-18,21,12,0,1,18,4,0,0,0,1,,0,0,0,0,0
24347,2013-04-19,20,4,1,4,17,9,0,0,0,0,,1,1,0,0,1
346783,2013-04-15,14,4,1,0,29,13,0,0,1,0,2013-04-15,1,0,0,1,1
183995,2013-03-06,3,3,1,2,46,9,0,1,0,0,,1,1,0,0,1
71055,2013-05-07,0,5,1,1,31,8,1,0,1,0,2013-05-07,0,1,0,0,0
364845,2013-03-02,0,3,1,5,16,16,0,0,1,1,2013-03-02,1,1,0,1,1
273285,2013-03-24,17,3,1,6,18,6,0,0,0,0,,0,0,0,1,1
137805,2013-01-03,5,1,1,3,21,8,0,0,0,0,,0,1,0,1,0
261682,2013-06-13,20,6,1,3,36,16,0,1,1,0,2013-06-13,0,0,0,1,1
329147,2013-06-01,12,6,1,5,21,39,0,0,1,0,2013-06-01,1,1,0,1,1
206175,2013-06-12,18,6,1,2,20,31,0,0,1,0,2013-06-12,0,1,0,1,1
155580,2012-12-03,20,12,0,0,45,7,0,0,0,0,,1,1,0,0,1
303166,2013-02-07,23,2,1,3,20,16,0,0,1,0,2013-02-07,1,1,0,1,1
350438,2013-01-04,16,1,1,4,25,17,0,0,1,0,2013-01-04,1,0,1,0,1
217908,2013-07-07,23,7,1,6,34,19,0,0,1,0,2013-07-07,1,0,0,1,1
97607,2013-01-31,17,1,1,3,19,13,0,0,1,0,2013-02-01,1,0,0,1,1
135858,2013-06-16,22,6,1,6,44,10,0,0,0,0,,0,1,0,0,1
300059,2013-03-08,0,3,1,4,43,21,0,0,1,0,2013-03-08,1,0,0,1,1
333430,2013-03-01,4,3,1,4,52,15,0,0,0,0,,0,0,0,0,0
61787,2013-03-15,16,3,1,4,23,43,0,0,1,0,2013-03-15,1,1,0,1,1
266302,2013-05-02,21,5,1,3,32,12,0,1,1,0,2013-05-02,1,1,0,1,1
366642,2013-05-22,7,5,1,2,31,8,0,0,1,0,2013-05-22,0,0,0,1,1
30293,2013-07-08,17,7,1,0,47,7,0,0,0,1,,0,1,0,1,1
92006,2012-12-22,16,12,0,5,25,17,0,0,0,0,,1,1,0,0,1
284721,2013-06-18,4,6,1,1,47,20,1,0,1,0,2013-06-18,0,1,0,1,1
96393,2013-05-21,10,5,1,1,30,14,1,1,1,0,2013-05-21,1,0,0,1,1
241477,2013-02-27,16,2,1,2,33,3,1,0,1,0,2013-03-02,1,0,0,0,1
19728,2013-06-07,1,6,1,4,50,14,0,0,1,0,2013-06-07,0,0,0,1,1
267247,2013-03-19,13,3,1,1,52,8,0,0,0,0,,0,0,0,1,0
223278,2013-01-11,19,1,1,4,22,22,0,0,1,0,2013-01-12,1,1,0,1,1
306749,2012-12-26,4,12,0,2,25,27,0,1,0,0,,1,1,0,0,1
169861,2013-04-06,14,4,1,5,30,36,0,0,1,0,2013-04-06,1,1,1,1,1
11844,2013-05-09,22,5,1,3,41,19,0,1,0,0,,1,1,0,1,1
23653,2013-01-30,19,1,1,2,35,11,0,1,0,0,,1,1,0,0,1
234980,2013-03-08,14,3,1,4,28,53,0,1,1,1,2013-03-08,1,1,0,1,1
156349,2013-07-05,19,7,1,4,28,5,0,0,0,0,,0,0,0,0,1
60585,2012-12-29,5,12,0,5,25,34,0,0,0,0,,1,1,0,1,1
361936,2013-01-13,18,1,1,6,35,3,0,0,0,0,,0,0,0,0,0
226525,2013-01-19,3,1,1,5,33,23,0,0,1,0,2013-01-19,0,1,0,1,1
135705,2012-12-16,1,12,0,6,55,21,0,0,1,0,2013-03-31,1,1,0,1,1
202401,2013-06-17,3,6,1,0,19,15,0,0,1,0,2013-06-17,0,0,0,1,1
265928,2013-05-23,15,5,1,3,31,22,0,0,1,0,2013-05-23,0,1,0,1,1
247511,2012-12-27,23,12,0,3,28,2,0,1,0,1,,0,1,0,0,0
159922,2013-04-29,3,4,1,0,19,26,0,0,1,0,2013-04-29,1,1,0,1,1
197510,2013-03-21,23,3,1,3,29,13,0,0,1,1,2013-03-21,0,0,0,1,1
369211,2013-07-05,18,7,1,4,26,9,0,1,0,0,,1,1,0,0,0
182925,2013-06-12,20,6,1,2,43,32,1,0,1,0,2013-06-12,1,1,0,1,1
352126,2013-06-20,20,6,1,3,34,22,0,0,1,1,2013-06-20,0,1,0,1,1
172439,2013-02-22,18,2,1,4,21,8,0,0,0,0,,1,1,0,0,0
34888,2013-05-24,16,5,1,4,20,21,0,0,1,1,2013-06-16,1,1,0,0,1
346953,2013-03-22,1,3,1,4,41,38,1,0,1,0,2013-03-22,0,1,0,1,1
299227,2013-06-18,22,6,1,1,33,16,0,0,1,1,2013-06-19,0,0,0,1,1
72043,2013-02-16,14,2,1,5,30,31,0,0,1,0,2013-02-16,0,0,0,1,1
245243,2013-01-10,4,1,1,3,19,2,0,0,0,1,,0,0,0,0,0
206420,2013-05-31,4,5,1,4,36,24,0,1,0,0,,0,1,0,1,1
156000,2013-01-17,6,1,1,3,23,38,0,0,1,0,2013-01-18,1,0,0,1,1
60704,2013-01-02,1,1,1,2,53,14,0,0,0,0,,0,1,0,1,0
310183,2013-04-29,18,4,1,0,34,16,1,0,1,0,2013-05-01,0,1,0,1,1
42002,2013-01-28,14,1,1,0,39,4,0,1,0,0,,0,1,0,0,1
133865,2013-04-03,0,4,1,2,33,13,0,0,0,0,,0,1,0,0,0
268967,2013-02-06,2,2,1,2,18,25,0,0,1,1,2013-02-06,1,0,0,1,1
217089,2013-03-26,11,3,1,1,22,28,0,0,1,0,2013-06-16,1,1,0,1,1
233263,2012-12-13,21,12,0,3,24,8,0,0,0,0,,0,0,0,1,0
242932,2013-05-01,1,5,1,2,21,75,0,0,1,0,2013-05-01,1,1,0,1,1
279011,2013-02-12,2,2,1,1,46,16,0,0,1,0,2013-02-12,1,0,1,1,1
52892,2013-03-29,21,3,1,4,33,5,0,1,0,0,,0,1,0,0,0
108820,2012-12-29,0,12,0,5,31,36,0,1,1,0,2012-12-29,1,1,0,1,1
303762,2013-04-24,2,4,1,2,30,42,0,0,1,0,2013-04-24,1,1,0,1,1
61594,2012-11-27,16,11,0,1,30,1,0,0,0,0,,0,0,0,0,0
75086,2013-04-05,18,4,1,4,21,38,0,1,1,0,2013-04-05,1,1,0,1,1
241013,2013-05-15,23,5,1,2,43,20,0,0,0,0,,1,1,0,1,1
135797,2013-05-25,13,5,1,5,32,17,0,0,1,0,2013-05-25,0,1,0,1,1
81844,2013-02-16,0,2,1,5,23,18,0,0,1,0,2013-02-16,1,0,0,1,1
106431,2013-05-14,8,5,1,1,27,6,0,0,1,0,2013-05-14,0,1,0,0,1
123707,2013-05-25,0,5,1,5,34,13,0,0,0,0,,0,1,0,0,1
185170,2013-03-21,12,3,1,3,29,19,0,1,1,0,2013-03-21,1,1,0,1,1
104673,2013-05-19,16,5,1,6,24,34,0,0,1,0,2013-05-19,0,1,0,1,1
70981,2013-05-29,17,5,1,2,40,16,0,0,1,0,2013-06-01,1,1,0,0,1
88813,2012-12-27,2,12,0,3,29,18,0,0,1,0,2012-12-27,1,0,1,1,1
8355,2013-06-28,2,6,1,4,26,15,0,0,0,0,,1,1,0,0,1
286705,2013-03-05,5,3,1,1,23,32,0,0,1,0,2013-03-05,0,1,0,1,1
216383,2013-01-13,2,1,1,6,27,1,0,0,1,0,2013-01-13,0,0,0,0,0
327354,2013-05-01,20,5,1,2,28,44,0,0,0,0,,1,1,0,1,1
357006,2013-06-04,23,6,1,1,19,1,0,0,0,1,,0,0,0,0,0
82955,2013-06-06,9,6,1,3,24,8,0,0,0,1,,1,0,0,1,1
135066,2013-05-21,16,5,1,1,39,6,0,1,0,0,,0,0,0,0,1
243260,2013-06-24,2,6,1,0,33,32,1,0,1,0,2013-06-24,1,1,0,1,1
277563,2013-05-22,16,5,1,2,29,34,1,0,1,0,2013-05-22,1,1,0,1,1
128977,2012-11-29,3,11,0,3,36,45,0,0,1,0,2012-11-29,1,0,0,1,0
303797,2013-02-20,17,2,1,2,26,10,0,0,0,0,,0,0,0,1,1
151332,2013-01-27,20,1,1,6,29,20,0,0,1,1,2013-01-27,0,1,0,1,1
283791,2013-01-14,0,1,1,0,48,7,0,0,0,1,,1,0,0,1,1
115401,2012-12-21,9,12,0,4,23,17,0,0,1,0,2013-03-10,0,1,0,1,1
320258,2013-04-20,1,4,1,5,22,13,0,0,0,0,,1,1,0,0,1
295103,2013-03-20,15,3,1,2,34,2,0,0,0,0,,0,0,0,0,0
212055,2013-06-21,23,6,1,4,20,31,0,0,1,0,2013-06-21,1,1,0,1,1
62068,2013-01-26,13,1,1,5,29,16,0,0,1,0,2013-01-26,1,1,0,1,1
17767,2013-02-06,22,2,1,2,37,30,0,0,1,1,2013-06-08,0,1,0,1,1
1628,2013-04-18,23,4,1,3,23,16,0,0,1,0,2013-04-18,0,1,0,1,1
349041,2013-06-29,1,6,1,5,20,15,0,0,1,0,2013-06-29,0,0,0,1,1
175974,2013-03-27,20,3,1,2,44,8,1,1,0,0,,1,1,0,0,1
8048,2013-06-25,5,6,1,1,33,24,0,0,1,0,2013-06-25,0,1,0,1,0
289521,2013-06-01,10,6,1,5,22,13,0,0,1,0,2013-06-01,1,1,0,0,1
1854,2013-05-12,0,5,1,6,27,29,1,0,1,1,2013-05-12,0,0,0,1,1
242733,2013-05-09,0,5,1,3,32,46,0,1,1,0,2013-05-09,1,1,1,1,1
263040,2013-05-25,11,5,1,5,56,22,0,0,1,1,2013-05-25,1,1,0,1,1
252692,2013-04-05,19,4,1,4,19,48,0,0,1,0,2013-04-05,1,1,0,1,1
155809,2013-01-03,23,1,1,3,31,45,0,0,1,0,2013-01-03,1,1,1,1,1
147894,2013-03-28,16,3,1,3,29,1,0,1,0,0,,0,0,0,0,0
219326,2013-02-02,2,2,1,5,31,23,0,0,1,0,2013-02-02,0,1,0,1,1
161065,2012-12-01,3,12,0,5,29,25,0,0,1,1,2012-12-01,1,1,0,1,1
106103,2013-07-08,0,7,1,0,50,52,0,0,0,0,,1,1,1,1,1
332825,2013-05-16,0,5,1,3,24,27,0,0,1,0,2013-05-16,1,1,0,1,1
172434,2013-05-20,21,5,1,0,42,7,1,0,1,0,2013-05-20,0,0,0,1,0
367933,2013-04-15,18,4,1,0,26,18,0,0,1,0,2013-04-15,1,1,0,1,1
10968,2013-07-03,23,7,1,2,31,54,0,0,1,0,2013-07-03,1,1,0,1,1
267305,2013-02-19,3,2,1,1,29,19,0,0,1,0,2013-02-19,0,0,0,1,1
169178,2013-06-25,16,6,1,1,39,19,0,0,1,0,2013-06-25,0,0,0,1,1
77739,2013-05-08,15,5,1,2,39,14,0,0,0,0,,0,1,0,1,1
85551,2013-05-04,15,5,1,5,21,37,1,0,1,1,2013-05-04,1,1,0,1,1
308569,2013-06-19,20,6,1,2,25,35,0,0,1,0,2013-06-19,0,1,0,1,1
298251,2013-02-07,18,2,1,3,42,25,1,0,1,0,2013-02-07,1,1,0,1,1
150006,2013-03-21,1,3,1,3,31,33,0,0,1,1,2013-03-23,1,0,1,1,1
173688,2013-02-18,3,2,1,0,25,33,0,1,1,0,2013-02-18,1,1,0,1,1
18205,2013-05-21,15,5,1,1,31,20,0,0,1,0,2013-05-29,0,1,0,0,1
302549,2013-01-17,23,1,1,3,43,4,0,0,1,1,2013-01-18,0,0,0,0,0
247560,2013-07-04,21,7,1,3,26,2,1,0,1,0,2013-07-05,0,0,0,0,0
152392,2013-07-03,3,7,1,2,20,29,0,0,1,0,2013-07-03,0,1,0,1,1
91682,2013-02-17,21,2,1,6,47,33,0,0,0,0,,1,1,0,0,1
39830,2013-04-28,5,4,1,6,20,17,0,0,1,0,2013-05-24,1,1,0,0,1
286239,2013-05-28,17,5,1,1,34,18,0,0,1,0,2013-05-28,1,0,0,1,1
355293,2013-02-18,4,2,1,0,33,21,0,0,1,0,2013-02-18,0,0,0,1,1
286570,2013-04-09,20,4,1,1,18,9,1,0,1,0,2013-04-10,1,1,0,0,1
215366,2013-07-06,23,7,1,5,21,23,0,0,0,1,,1,1,0,1,0
151633,2013-04-18,22,4,1,3,17,15,0,0,0,0,,0,1,0,1,1
203713,2013-07-06,9,7,1,5,23,11,0,0,1,0,2013-07-06,0,1,0,1,0
73372,2013-01-18,16,1,1,4,26,5,0,1,0,0,,1,1,0,0,0
370934,2012-12-21,2,12,0,4,27,27,0,1,0,0,,1,1,0,0,1
234679,2013-06-30,23,6,1,6,19,10,0,0,1,0,2013-07-01,1,1,0,0,0
143631,2013-01-28,0,1,1,0,23,14,0,0,0,1,,1,0,1,0,1
301149,2013-05-25,21,5,1,5,39,20,0,1,1,1,2013-05-25,0,1,0,1,1
209351,2013-01-05,12,1,1,5,30,30,0,0,1,0,2013-01-05,0,1,1,1,1
143987,2013-07-05,21,7,1,4,20,30,0,0,1,0,2013-07-05,0,1,0,1,1
161730,2013-06-15,17,6,1,5,45,32,0,0,1,0,2013-06-15,1,1,0,1,1
50180,2013-03-19,18,3,1,1,22,23,0,0,0,1,,1,1,0,0,1
194112,2013-03-12,22,3,1,1,34,7,0,0,0,0,,1,1,0,0,1
91904,2013-04-13,23,4,1,5,36,10,1,0,1,0,2013-04-13,0,1,0,1,1
260729,2013-06-29,11,6,1,5,28,32,1,0,1,0,2013-07-02,1,1,0,1,1
349731,2013-05-31,21,5,1,4,52,27,0,0,0,0,,1,1,0,1,0
229445,2013-03-19,15,3,1,1,33,12,1,0,1,0,2013-03-26,1,1,0,0,0
289390,2013-02-15,22,2,1,4,41,17,0,0,0,0,,1,1,0,0,1
252557,2013-06-19,23,6,1,2,25,8,0,0,0,0,,0,1,0,1,1
93297,2013-02-03,14,2,1,6,31,19,0,0,1,0,2013-06-16,0,1,0,1,1
74581,2013-04-09,13,4,1,1,24,19,0,0,1,0,2013-04-09,1,0,0,1,1
276992,2013-03-12,22,3,1,1,25,26,0,1,1,0,2013-03-12,0,1,0,1,1
155843,2013-05-31,19,5,1,4,18,10,0,0,0,0,,0,1,0,1,0
12243,2013-07-02,19,7,1,1,19,41,0,1,0,0,,1,1,0,0,0
168538,2013-02-25,7,2,1,0,31,15,0,0,1,0,2013-02-25,0,0,0,1,1
252345,2013-06-21,0,6,1,4,20,22,1,0,1,0,2013-06-21,1,1,0,1,1
291380,2013-07-08,3,7,1,0,45,1,0,0,1,0,2013-07-08,0,0,0,1,0
179390,2013-06-25,19,6,1,1,32,3,0,0,0,0,,0,1,0,0,0
277267,2013-01-16,12,1,1,2,17,1,0,0,1,0,2013-02-22,0,0,0,0,0
164942,2013-05-26,0,5,1,6,33,34,0,0,1,0,2013-05-26,1,0,0,1,1
367519,2013-03-27,10,3,1,2,27,15,0,0,1,1,2013-03-27,0,0,0,1,1
245722,2013-05-06,18,5,1,0,23,42,0,1,1,0,2013-05-06,1,1,0,1,1
231434,2013-02-02,1,2,1,5,25,15,0,0,1,0,2013-05-08,1,1,0,1,1
124018,2013-06-12,22,6,1,2,25,26,0,0,1,0,2013-06-16,1,1,0,1,0
364064,2013-05-09,19,5,1,3,54,11,0,0,1,1,2013-05-09,0,1,0,1,0
62975,2013-05-30,23,5,1,3,21,2,1,1,0,0,,1,0,0,0,0
41817,2013-04-28,21,4,1,6,27,12,0,0,0,1,,0,1,0,1,1
